pre,post,kind,weight
RMEV,RMDDL,chemical,1.0
RMEV,RMDDR,chemical,1.0
RMEV,SMDDR,chemical,1.0
RMEV,RIS,chemical,1.0
RMEV,RMED,chemical,1.0
IL2DR,RIPL,chemical,1.0
IL2DR,RICL,chemical,1.0
IL2DR,RICR,chemical,2.0
IL2DR,RIPR,chemical,43.0
IL2DR,CEPDR,chemical,2.0
IL2DR,RMER,chemical,11.0
IL2DR,RMEL,chemical,12.0
IL2DR,RMED,chemical,3.0
IL2DR,RMEV,chemical,5.0
IL2DR,OLQDR,chemical,2.0
IL2DR,IL1DR,chemical,28.0
IL2DR,URADR,chemical,5.0
OLQDR,RIH,chemical,2.0
OLQDR,RICL,chemical,2.0
OLQDR,RICR,chemical,2.0
OLQDR,RMDDL,chemical,11.0
OLQDR,RMHR,chemical,3.0
OLQDR,RMER,chemical,1.0
OLQDR,IL1DR,chemical,1.0
OLQDR,SIBVR,chemical,6.0
IL1DR,OLLR,chemical,1.0
IL1DR,RIPR,chemical,28.0
IL1DR,RMDDL,chemical,11.0
IL1DR,PVR,chemical,5.0
IL1DR,IL1R,chemical,2.0
IL1DR,IL2DR,chemical,5.0
IL1DR,IL1DR,chemical,1.0
IL1DR,URADR,chemical,8.0
IL1DR,URYDR,chemical,2.0
IL1DR,RMDVR,chemical,32.0
URADR,RIPR,chemical,16.0
URADR,RMER,chemical,1.0
URADR,IL1DR,chemical,3.0
URADR,URYDR,chemical,1.0
URAVL,RIPL,chemical,15.0
URAVL,RIBL,chemical,1.0
URAVL,AVER,chemical,1.0
URAVL,RMDDL,chemical,7.0
URAVL,CEPVL,chemical,1.0
URAVL,IL1L,chemical,3.0
URAVL,RMER,chemical,3.0
URAVL,RMEL,chemical,8.0
URAVL,RMEV,chemical,10.0
URAVL,IL1VL,chemical,6.0
URAVL,DVC,chemical,1.0
URAVL,RMDVR,chemical,1.0
IL2VL,RIPL,chemical,36.0
IL2VL,RIAL,chemical,4.0
IL2VL,RIH,chemical,5.0
IL2VL,IL2L,chemical,1.0
IL2VL,OLQVL,chemical,6.0
IL2VL,BAGR,chemical,1.0
IL2VL,RMER,chemical,6.0
IL2VL,RMEL,chemical,7.0
IL2VL,RMEV,chemical,2.0
IL2VL,URAVL,chemical,7.0
IL2VL,IL1VL,chemical,27.0
IL2VL,DVC,chemical,1.0
IL1VL,RIPL,chemical,13.0
IL1VL,OLQVL,chemical,2.0
IL1VL,RMDDL,chemical,30.0
IL1VL,RMHL,chemical,1.0
IL1VL,IL1L,chemical,3.0
IL1VL,AVL,chemical,1.0
IL1VL,URAVL,chemical,4.0
IL1VL,IL1VL,chemical,5.0
IL1VL,RMDVR,chemical,3.0
IL1VL,URYVL,chemical,4.0
DVC,RIBL,chemical,2.0
DVC,AIBL,chemical,3.0
DVC,RMFL,chemical,14.0
DVC,AIBR,chemical,3.0
DVC,RIGR,chemical,13.0
DVC,RIGL,chemical,16.0
DVC,AVBL,chemical,1.0
DVC,AVAL,chemical,14.0
DVC,AVAR,chemical,16.0
DVC,RIBR,chemical,6.0
DVC,RIVR,chemical,2.0
DVC,AVKL,chemical,2.0
DVC,PVDR,chemical,1.0
DVC,PVT,chemical,1.0
DVC,URAVL,chemical,1.0
DVC,RMFR,chemical,9.0
DVC,VD9,chemical,2.0
IL2VR,ADLR,chemical,1.0
IL2VR,OLQVR,chemical,9.0
IL2VR,RIAR,chemical,2.0
IL2VR,URXR,chemical,1.0
IL2VR,RIH,chemical,5.0
IL2VR,AVAL,chemical,1.0
IL2VR,RIPR,chemical,43.0
IL2VR,URAVR,chemical,16.0
IL2VR,SIADR,chemical,1.0
IL2VR,RMER,chemical,17.0
IL2VR,RMEL,chemical,8.0
IL2VR,RMED,chemical,2.0
IL2VR,RMEV,chemical,15.0
IL2VR,IL1VR,chemical,29.0
IL1VR,OLQVR,chemical,5.0
IL1VR,OLLR,chemical,1.0
IL1VR,RIPR,chemical,16.0
IL1VR,URAVR,chemical,4.0
IL1VR,RMDDR,chemical,40.0
IL1VR,RMDVL,chemical,5.0
IL1VR,IL1R,chemical,4.0
IL1VR,IL2VR,chemical,2.0
URYDR,AWCL,chemical,1.0
URYDR,AVBL,chemical,1.0
URYDR,URXR,chemical,1.0
URYDR,AVER,chemical,2.0
URYDR,RIBR,chemical,1.0
URYDR,AVEL,chemical,5.0
URYDR,CEPDR,chemical,3.0
URYDR,RMDDL,chemical,9.0
URYDR,SMDDL,chemical,11.0
URYDR,SMDVR,chemical,3.0
URYDR,RMED,chemical,7.0
URYDR,OLQDR,chemical,1.0
URYDR,IL1DR,chemical,5.0
URYDR,RMDVR,chemical,12.0
RMDVR,RIAR,chemical,1.0
RMDVR,SMBDR,chemical,1.0
RMDVR,AVAR,chemical,1.0
RMDVR,OLQVL,chemical,2.0
RMDVR,CEPDR,chemical,2.0
RMDVR,RMDDL,chemical,43.0
RMDVR,SIAVL,chemical,2.0
RMDVR,IL1L,chemical,1.0
RMDVR,IL1DR,chemical,1.0
RMDVR,URAVL,chemical,8.0
RMDVR,RMDVR,chemical,2.0
RMDVR,SIBVR,chemical,1.0
SIBVR,AVDR,chemical,1.0
SIBVR,RID,chemical,1.0
SIBVR,SIAVL,chemical,5.0
URYVL,RIBL,chemical,9.0
URYVL,RIAL,chemical,2.0
URYVL,ADAL,chemical,1.0
URYVL,AVBR,chemical,1.0
URYVL,URXL,chemical,2.0
URYVL,RIH,chemical,2.0
URYVL,AVDR,chemical,2.0
URYVL,AVER,chemical,23.0
URYVL,OLQVL,chemical,9.0
URYVL,AVJR,chemical,1.0
URYVL,SIBVL,chemical,1.0
URYVL,RID,chemical,4.0
URYVL,RMDDL,chemical,23.0
URYVL,RIS,chemical,1.0
URYVL,CEPVL,chemical,3.0
URYVL,OLLL,chemical,9.0
URYVL,SMDVR,chemical,13.0
URYVL,IL1VL,chemical,1.0
URYVL,RMDVR,chemical,17.0
URYVL,SIBVR,chemical,4.0
SIBDL,SIADL,chemical,2.0
AVFR,AIAL,chemical,1.0
AVFR,ASHR,chemical,1.0
AVFR,PVQL,chemical,2.0
AVFR,HSNL,chemical,4.0
AVFR,HSNR,chemical,3.0
AVFR,AVHR,chemical,3.0
AVFR,AVBL,chemical,6.0
AVFR,AVBR,chemical,6.0
AVFR,AVHL,chemical,3.0
AVFR,PVPR,chemical,1.0
AVFR,AVAL,chemical,1.0
AVFR,AIML,chemical,1.0
AVFR,AVFL,chemical,7.0
AVFR,AVJL,chemical,5.0
AVFR,AVJR,chemical,1.0
AVFR,RMGL,chemical,1.0
AVFR,RMDDL,chemical,1.0
AVFR,PVCR,chemical,1.0
AVFR,AVG,chemical,1.0
AVFR,VA2,chemical,1.0
AVFR,PVDL,chemical,1.0
AVFR,VD11,chemical,1.0
AVKR,RMFL,chemical,2.0
AVKR,PVQL,chemical,1.0
AVKR,RIGL,chemical,1.0
AVKR,SMBDL,chemical,3.0
AVKR,RIML,chemical,5.0
AVKR,RMGL,chemical,2.0
AVKR,RMDR,chemical,2.0
AVKR,SIADL,chemical,3.0
AVKR,SMDDR,chemical,3.0
AVKR,SAADL,chemical,2.0
AVKR,RMHR,chemical,1.0
AVKR,PVPL,chemical,1.0
AVKR,BDUL,chemical,3.0
AVKR,AVKL,chemical,3.0
AVKR,PVM,chemical,2.0
AVKR,RIMR,chemical,3.0
AVKR,RMDL,chemical,1.0
AVKR,SMDVR,chemical,1.0
DD6,DB7,chemical,1.0
DD6,VD13,chemical,3.0
VD1,DD1,chemical,2.0
VD1,VA1,chemical,8.0
VD1,VB1,chemical,5.0
VC2,PVQR,chemical,1.0
VC2,PVPR,chemical,1.0
VC2,PVCL,chemical,1.0
VC2,DD1,chemical,6.0
VC2,DB4,chemical,1.0
VC2,PVT,chemical,6.0
VC2,DVC,chemical,3.0
VC2,VD1,chemical,2.0
VC2,VC1,chemical,3.0
VC2,DD2,chemical,4.0
VC2,VD4,chemical,6.0
VC2,VD6,chemical,2.0
VC2,VD2,chemical,3.0
VC2,DD3,chemical,8.0
VC2,VD5,chemical,4.0
VC2,VC3,chemical,4.0
DA5,DB4,chemical,1.0
DA5,VD6,chemical,22.0
DA5,DA4,chemical,1.0
DA5,DD3,chemical,12.0
DA5,VD5,chemical,1.0
DVB,PVPL,chemical,10.0
DVB,DA8,chemical,10.0
DVB,AVL,chemical,21.0
DVB,PHCL,chemical,2.0
DVB,DVC,chemical,5.0
DVB,DD6,chemical,10.0
DVB,VD13,chemical,1.0
DVB,PDA,chemical,2.0
AS10,VD10,chemical,10.0
AS10,VD11,chemical,10.0
VC1,PVPR,chemical,1.0
VC1,AVFL,chemical,1.0
VC1,DD1,chemical,6.0
VC1,AVL,chemical,2.0
VC1,PVT,chemical,4.0
VC1,DVC,chemical,1.0
VC1,VD1,chemical,5.0
VC1,VC2,chemical,4.0
VC1,DD2,chemical,8.0
VC1,VD3,chemical,2.0
VC1,VD4,chemical,4.0
VC1,VD6,chemical,1.0
VC1,VD2,chemical,1.0
VC1,DD3,chemical,8.0
VC1,VD5,chemical,4.0
VC1,VC3,chemical,2.0
VD11,AVAR,chemical,2.0
VD11,PVT,chemical,1.0
VD11,DD6,chemical,2.0
VD11,VA11,chemical,2.0
VD11,VB10,chemical,1.0
DD2,VD3,chemical,1.0
DD2,VD4,chemical,1.0
DD2,DA3,chemical,2.0
PVWL,PVCL,chemical,1.0
PVWL,AVJL,chemical,1.0
PVWL,PVCR,chemical,1.0
PVWL,PVT,chemical,1.0
PVWL,PVWR,chemical,1.0
PVWL,VD12,chemical,1.0
PVWR,AVDR,chemical,2.0
PVWR,AVAR,chemical,1.0
PVWR,PVCR,chemical,1.0
PVWR,LUAR,chemical,1.0
PVWR,VA12,chemical,1.0
PVWR,AVL,chemical,1.0
PVWR,PVT,chemical,2.0
PDB,DD6,chemical,2.0
PDB,VD12,chemical,10.0
PDB,VD13,chemical,2.0
VD12,VA12,chemical,13.0
VD12,VB11,chemical,1.0
VD12,DD6,chemical,2.0
VD12,VA11,chemical,3.0
VD12,VC6,chemical,1.0
VA5,VA6,chemical,2.0
VA5,DD2,chemical,6.0
VA5,DD3,chemical,17.0
VA5,VD5,chemical,9.0
VA5,VB4,chemical,1.0
VA11,PVNR,chemical,1.0
VA11,DD6,chemical,19.0
VA11,VD11,chemical,5.0
VA11,VD12,chemical,3.0
VA11,AS7,chemical,2.0
VA11,AS8,chemical,10.0
VA11,AS9,chemical,1.0
VA11,VB10,chemical,6.0
VD3,VB3,chemical,1.0
VD3,DD1,chemical,6.0
VD3,VB2,chemical,2.0
VD3,VA3,chemical,4.0
VD4,VB3,chemical,2.0
VD4,VA4,chemical,1.0
VD6,AVAL,chemical,1.0
VD6,PVNR,chemical,1.0
VD6,VA6,chemical,3.0
VD6,VB5,chemical,1.0
VD6,DD3,chemical,6.0
VD7,VB7,chemical,1.0
VD7,VB6,chemical,2.0
VD7,VA7,chemical,2.0
VD7,DD4,chemical,1.0
VD13,AVAR,chemical,2.0
VD13,PVCR,chemical,1.0
VD13,VA12,chemical,11.0
VD13,DD6,chemical,3.0
VD13,PVWL,chemical,1.0
VD13,VD12,chemical,1.0
VD13,VD13,chemical,2.0
PDA,PVNR,chemical,1.0
PDA,DA9,chemical,1.0
PDA,DD6,chemical,3.0
PDA,VD11,chemical,10.0
PDA,VD12,chemical,12.0
PDA,VD13,chemical,3.0
RMFR,RIH,chemical,1.0
RMFR,RMDR,chemical,1.0
RMFR,AVKL,chemical,7.0
RMFR,RMDL,chemical,6.0
RMFR,DVC,chemical,2.0
RMFR,AVKR,chemical,9.0
VD9,VA9,chemical,3.0
VD9,VB8,chemical,2.0
SABVL,RIGR,chemical,1.0
DA3,DB3,chemical,2.0
DA3,DD2,chemical,3.0
DA3,VD3,chemical,43.0
DA3,VD4,chemical,13.0
DA3,DA4,chemical,2.0
DA3,AS4,chemical,2.0
DA4,DB2,chemical,2.0
DA4,DD2,chemical,4.0
DA4,VD4,chemical,11.0
DA4,VD5,chemical,21.0
AS4,DD1,chemical,2.0
AS4,DB2,chemical,2.0
AS4,DD2,chemical,4.0
AS4,VD4,chemical,21.0
AS4,DA3,chemical,2.0
VA3,VB3,chemical,3.0
VA3,DD1,chemical,18.0
VA3,VB2,chemical,1.0
VA3,DD2,chemical,10.0
VA3,VD3,chemical,11.0
VA3,VA4,chemical,2.0
VA3,VD2,chemical,3.0
VA10,DD5,chemical,9.0
VA10,VD10,chemical,2.0
VA10,DD6,chemical,9.0
VA10,AS10,chemical,1.0
VA10,VD11,chemical,3.0
VA10,VD12,chemical,3.0
VA10,AS7,chemical,6.0
VA10,AS6,chemical,3.0
VA10,VB8,chemical,1.0
VA10,VB9,chemical,1.0
DA6,DA5,chemical,1.0
DA6,VD4,chemical,3.0
DA6,VD6,chemical,13.0
DA6,VD7,chemical,13.0
DA6,DD3,chemical,7.0
DA6,VD5,chemical,3.0
DA6,DB5,chemical,1.0
DB1,RID,chemical,1.0
DB1,DA1,chemical,16.0
DB1,FLPR,chemical,1.0
DB1,DD1,chemical,31.0
DB1,DA2,chemical,2.0
DB1,VD1,chemical,18.0
DB1,VD3,chemical,2.0
DB1,AS1,chemical,28.0
DB1,VD2,chemical,24.0
DB1,AS2,chemical,4.0
VC6,AVG,chemical,2.0
VC6,PVNR,chemical,4.0
VC6,AVL,chemical,4.0
VC6,DD6,chemical,6.0
VC6,VD11,chemical,10.0
VC6,VD12,chemical,7.0
AS1,DA1,chemical,8.0
AS1,DD1,chemical,2.0
AS1,VD1,chemical,20.0
AS1,DB1,chemical,3.0
AS1,AS1,chemical,3.0
AS3,DD1,chemical,2.0
AS3,VD3,chemical,23.0
AS3,DA3,chemical,1.0
VA4,AVDL,chemical,1.0
VA4,AVAR,chemical,1.0
VA4,AVER,chemical,1.0
VA4,VB3,chemical,8.0
VA4,DD2,chemical,17.0
VA4,VD4,chemical,8.0
VA4,VB4,chemical,1.0
VD2,AVEL,chemical,1.0
VD2,VA2,chemical,12.0
VD2,DD1,chemical,1.0
VD2,VB2,chemical,4.0
VD2,AS1,chemical,1.0
AS2,RID,chemical,2.0
AS2,DD1,chemical,3.0
AS2,DB1,chemical,1.0
AS2,VD2,chemical,21.0
DD3,DA5,chemical,1.0
VD5,AVAR,chemical,1.0
VD5,VB1,chemical,1.0
VD5,VA6,chemical,1.0
VD5,VA5,chemical,2.0
VD5,DD3,chemical,1.0
VD5,VB4,chemical,2.0
DA7,VD7,chemical,10.0
DA7,VD9,chemical,10.0
DA7,DA6,chemical,1.0
DA7,DB6,chemical,1.0
DA7,DD4,chemical,3.0
DA7,VD8,chemical,12.0
AS5,PVDL,chemical,1.0
AS5,DA4,chemical,1.0
AS5,DD3,chemical,1.0
AS5,VD5,chemical,12.0
AS5,AS5,chemical,3.0
VC3,HSNR,chemical,1.0
VC3,PVQR,chemical,2.0
VC3,AVBL,chemical,1.0
VC3,PVPR,chemical,2.0
VC3,AVJL,chemical,1.0
VC3,PVNR,chemical,1.0
VC3,DD1,chemical,1.0
VC3,AVL,chemical,1.0
VC3,VB2,chemical,1.0
VC3,PVT,chemical,5.0
VC3,VD1,chemical,2.0
VC3,VC2,chemical,2.0
VC3,VC1,chemical,5.0
VC3,DD2,chemical,3.0
VC3,VD3,chemical,2.0
VC3,VD4,chemical,3.0
VC3,VD6,chemical,5.0
VC3,VD7,chemical,8.0
VC3,SABVL,chemical,1.0
VC3,VD2,chemical,1.0
VC3,DD3,chemical,5.0
VC3,VD5,chemical,3.0
VC3,VB4,chemical,1.0
VC3,DD4,chemical,16.0
VA7,VB6,chemical,1.0
VA7,VD6,chemical,2.0
VA7,VD7,chemical,13.0
VA7,AS1,chemical,1.0
VA7,AS3,chemical,3.0
VA7,AS2,chemical,10.0
VA7,DD3,chemical,3.0
VA7,DD4,chemical,17.0
DB5,DA8,chemical,1.0
DB5,VD4,chemical,3.0
DB5,VD6,chemical,13.0
DB5,VD7,chemical,13.0
DB5,DA6,chemical,3.0
DB5,VD5,chemical,3.0
DB5,DA7,chemical,12.0
DB5,AS7,chemical,3.0
DB5,AS8,chemical,2.0
AS7,VD7,chemical,20.0
AS8,VD8,chemical,20.0
AS6,DB4,chemical,1.0
AS6,DA5,chemical,1.0
AS6,VD6,chemical,20.0
AS6,DD3,chemical,4.0
AS9,VD9,chemical,20.0
VB4,AVG,chemical,1.0
VB4,VB5,chemical,1.0
VB4,DD2,chemical,7.0
VB4,VA5,chemical,1.0
VB4,VD4,chemical,1.0
VB4,VA4,chemical,1.0
VB4,DD3,chemical,13.0
VB4,VD5,chemical,3.0
VB8,DD5,chemical,10.0
VB8,VD10,chemical,6.0
VB8,DD6,chemical,19.0
VB8,VA11,chemical,2.0
VB8,VD9,chemical,5.0
DB6,DA8,chemical,4.0
DB6,DA9,chemical,1.0
DB6,VD7,chemical,10.0
DB6,VD9,chemical,10.0
DB6,AS8,chemical,2.0
DB6,AS9,chemical,1.0
DB6,VD8,chemical,12.0
VD8,VA9,chemical,1.0
VD8,VA8,chemical,2.0
VD8,VB7,chemical,2.0
VD8,PVT,chemical,1.0
VD8,DD4,chemical,5.0
VB9,DD5,chemical,10.0
VB9,VD10,chemical,5.0
VB9,DD6,chemical,19.0
VB9,VD11,chemical,6.0
VB9,VA11,chemical,2.0
VB10,PVT,chemical,1.0
VB10,DD6,chemical,19.0
VB10,VD11,chemical,7.0
VB10,VD12,chemical,6.0
VB10,VA11,chemical,3.0
VC5,HSNL,chemical,1.0
VC5,HSNR,chemical,3.0
VC5,AVFL,chemical,2.0
VC5,PVR,chemical,1.0
VC5,PVT,chemical,1.0
VC5,DVC,chemical,3.0
VC5,AVFR,chemical,1.0
VC5,VC5,chemical,6.0
VC5,VC4,chemical,4.0
VC4,AVHR,chemical,1.0
VC4,AVBR,chemical,1.0
VC4,VC3,chemical,1.0
VC4,VC5,chemical,2.0
I1L,I2L,electrical,2.0
I1L,M3L,electrical,2.0
I1L,MCR,electrical,1.0
I1L,NSML,electrical,3.0
I1L,RIPL,electrical,2.0
I2L,I1L,electrical,2.0
I2L,M2L,electrical,1.0
I2L,I4,electrical,1.0
I3,MI,electrical,1.0
I3,I1R,electrical,1.0
I3,M1,electrical,1.0
I3,M2R,electrical,1.0
I5,M2L,electrical,1.0
I5,M2R,electrical,1.0
I5,M5,electrical,1.0
I6,M4,electrical,5.0
M2L,I2L,electrical,1.0
M2L,I5,electrical,1.0
M2L,MCL,electrical,1.0
M2L,M4,electrical,1.0
M3L,I1L,electrical,2.0
M3L,NSMR,electrical,1.0
M3R,M2R,electrical,1.0
M3R,NSMR,electrical,2.0
MCL,M2L,electrical,1.0
MCR,I1L,electrical,1.0
MCR,I1R,electrical,4.0
MCR,I2R,electrical,1.0
MCR,M2R,electrical,11.0
MI,I3,electrical,1.0
MI,M2R,electrical,5.0
NSML,I1L,electrical,3.0
NSML,NSMR,electrical,2.0
I1R,I3,electrical,1.0
I1R,MCR,electrical,4.0
I1R,I2R,electrical,1.0
I1R,NSMR,electrical,2.0
I1R,RIPR,electrical,2.0
I2R,MCR,electrical,1.0
I2R,I1R,electrical,1.0
I2R,M1,electrical,1.0
I2R,M2R,electrical,1.0
I2R,NSMR,electrical,2.0
M1,I3,electrical,1.0
M1,I2R,electrical,1.0
M2R,I3,electrical,1.0
M2R,I5,electrical,1.0
M2R,M3R,electrical,1.0
M2R,MCR,electrical,11.0
M2R,MI,electrical,5.0
M2R,I2R,electrical,1.0
M2R,I4,electrical,2.0
NSMR,M3L,electrical,1.0
NSMR,M3R,electrical,2.0
NSMR,NSML,electrical,2.0
NSMR,I1R,electrical,2.0
NSMR,I2R,electrical,2.0
I4,I2L,electrical,1.0
I4,M2R,electrical,2.0
I4,M4,electrical,1.0
M4,I6,electrical,5.0
M4,M2L,electrical,1.0
M4,I4,electrical,1.0
M4,M4,electrical,1.0
M4,M5,electrical,2.0
M5,I5,electrical,1.0
M5,M4,electrical,2.0
M5,M5,electrical,1.0
RIPL,I1L,electrical,2.0
RIPL,RIPL,electrical,4.0
RIPL,ADFL,electrical,2.0
RIPL,RIPR,electrical,2.0
RIPL,IL1L,electrical,1.0
RIPL,RMED,electrical,2.0
RIPL,URAVL,electrical,1.0
ASIL,AIAL,electrical,1.0
ASIL,ASIR,electrical,3.0
ASIL,AINR,electrical,1.0
AWAR,AIAR,electrical,3.0
AWAR,AWAL,electrical,2.0
AWAR,ADFR,electrical,3.0
AWAR,AIZR,electrical,3.0
ASGL,AIZL,electrical,3.0
ASGL,ASEL,electrical,3.0
ASGL,AWBL,electrical,1.0
ASGL,AINR,electrical,1.0
ASGL,AIML,electrical,1.0
ASGL,SMDDR,electrical,2.0
ASER,ASGR,electrical,3.0
ASER,PVQR,electrical,1.0
ASER,AWBR,electrical,1.0
ASER,AFDR,electrical,1.0
ADFL,RIPL,electrical,2.0
ADFL,AWCL,electrical,1.0
ADFL,AIZL,electrical,1.0
ADFL,RIAL,electrical,1.0
ADFL,AFDL,electrical,3.0
ADFL,ASHL,electrical,1.0
ADFL,ADAL,electrical,5.0
ADFL,URBL,electrical,1.0
AWCL,ADFL,electrical,1.0
AWCL,ASEL,electrical,1.0
AWCL,AUAL,electrical,1.0
AWCR,AIAL,electrical,1.0
AWCR,ASGR,electrical,2.0
AWCR,ASEL,electrical,2.0
AWCR,AIAR,electrical,1.0
AWCR,AFDR,electrical,3.0
ASKL,AIAL,electrical,2.0
ASKL,AIBL,electrical,1.0
ASKL,ASKR,electrical,9.0
ASKL,PVQL,electrical,8.0
ASKL,HSNL,electrical,1.0
ASKL,ASHL,electrical,18.0
ASKL,AVHL,electrical,8.0
CEPVR,OLQVR,electrical,1.0
CEPVR,AIMR,electrical,1.0
CEPVR,IL2VR,electrical,1.0
AIYL,AIYR,electrical,4.0
AIYL,AFDL,electrical,2.0
AIYL,RIML,electrical,5.0
AIYL,AVKL,electrical,1.0
AIYR,AIYL,electrical,4.0
AIYR,ASIR,electrical,1.0
AIYR,AUAR,electrical,1.0
AIYR,RIMR,electrical,3.0
AIAL,ASIL,electrical,1.0
AIAL,AWCR,electrical,1.0
AIAL,ASKL,electrical,2.0
AIAL,AIBL,electrical,5.0
AIAL,ASIR,electrical,2.0
AIAL,AIAR,electrical,7.0
AIAL,ASJL,electrical,1.0
AIAL,AWAL,electrical,1.0
AIAL,AWBL,electrical,1.0
AIZL,ASGL,electrical,3.0
AIZL,ADFL,electrical,1.0
AIZL,AIBR,electrical,3.0
AIZL,AWAL,electrical,3.0
AIZL,ASHL,electrical,2.0
AIZL,AIZR,electrical,18.0
AIZL,RIGL,electrical,1.0
AIZL,RIH,electrical,1.0
RIBL,RIBL,electrical,3.0
RIBL,RIAL,electrical,1.0
RIBL,RIGL,electrical,3.0
RIBL,AVBL,electrical,6.0
RIBL,AVBR,electrical,3.0
RIBL,OLQVL,electrical,2.0
RIBL,RIBR,electrical,15.0
RIBL,SIADL,electrical,2.0
RIBL,SIAVL,electrical,1.0
RIBL,SMDDL,electrical,3.0
RIBL,OLQDL,electrical,5.0
RIBL,RMEV,electrical,2.0
RIBL,SIBVR,electrical,2.0
RIBL,SIBDL,electrical,5.0
AIBL,ASKL,electrical,1.0
AIBL,AIAL,electrical,5.0
AIBL,AFDL,electrical,2.0
AIBL,AIZR,electrical,4.0
AIBL,RIGR,electrical,3.0
AIBL,RIVL,electrical,1.0
AIBL,SIADR,electrical,1.0
AIBL,SMDDR,electrical,1.0
AIBL,FLPL,electrical,1.0
AIBL,RIS,electrical,1.0
AIBL,SDQR,electrical,1.0
AIBL,RIMR,electrical,1.0
AIBL,RMED,electrical,2.0
AIBL,DVC,electrical,2.0
SAAVL,SMDVL,electrical,8.0
SAAVL,SMBDR,electrical,2.0
SAAVL,SMBVR,electrical,17.0
SAAVL,SAAVR,electrical,1.0
SAAVL,RMDVL,electrical,3.0
RIAL,ADFL,electrical,1.0
RIAL,RIBL,electrical,1.0
RIAL,AINR,electrical,2.0
RIAL,SMDVL,electrical,4.0
RMFL,RIGR,electrical,1.0
RMFL,RIGL,electrical,1.0
RMFL,RIML,electrical,3.0
RMFL,SAAVR,electrical,1.0
RMFL,SAADR,electrical,1.0
ASIR,ASIL,electrical,3.0
ASIR,AIYR,electrical,1.0
ASIR,AIAL,electrical,2.0
ASIR,ASGR,electrical,4.0
ASIR,AIAR,electrical,3.0
ASGR,ASER,electrical,3.0
ASGR,AWCR,electrical,2.0
ASGR,ASIR,electrical,4.0
ASGR,ADLR,electrical,1.0
ASGR,AIAR,electrical,3.0
ASGR,ADFR,electrical,1.0
ASGR,AIZR,electrical,1.0
ASGR,AINL,electrical,1.0
ASEL,ASGL,electrical,3.0
ASEL,AWCL,electrical,1.0
ASEL,AWCR,electrical,2.0
ASEL,AFDL,electrical,6.0
ASEL,AFDR,electrical,2.0
ASHR,AIAR,electrical,1.0
ASHR,ASKR,electrical,2.0
ASHR,ASHL,electrical,7.0
ASHR,AFDR,electrical,4.0
ASHR,AIZR,electrical,6.0
ASHR,ADAR,electrical,3.0
ASHR,AVHL,electrical,2.0
ASHR,AVAR,electrical,2.0
ASHR,RMGR,electrical,3.0
ASHR,AVER,electrical,1.0
ASHR,RICR,electrical,4.0
ADLR,ASGR,electrical,1.0
ADLR,ASKR,electrical,1.0
ADLR,ADLL,electrical,6.0
AIAR,AWAR,electrical,3.0
AIAR,AWCR,electrical,1.0
AIAR,AIAL,electrical,7.0
AIAR,ASIR,electrical,3.0
AIAR,ASGR,electrical,3.0
AIAR,ASHR,electrical,1.0
AIAR,AIAR,electrical,2.0
AIAR,ASKR,electrical,1.0
AIAR,ADFR,electrical,4.0
AIBR,AIZL,electrical,3.0
AIBR,ASKR,electrical,3.0
AIBR,AFDR,electrical,2.0
AIBR,RIGL,electrical,3.0
AIBR,RIML,electrical,2.0
AIBR,RICR,electrical,1.0
AIBR,RIVR,electrical,3.0
AIBR,SIAVL,electrical,1.0
AIBR,RIS,electrical,3.0
AIBR,PVPL,electrical,2.0
AIBR,SMDDL,electrical,2.0
AIBR,PVT,electrical,1.0
AIBR,DVC,electrical,9.0
ASJL,AIAL,electrical,1.0
ASJL,ALA,electrical,2.0
ASJL,PVQL,electrical,1.0
ASJL,ASJR,electrical,7.0
ASJL,IL2L,electrical,1.0
ASJL,SMDDR,electrical,1.0
ASKR,ASKL,electrical,9.0
ASKR,ASHR,electrical,2.0
ASKR,ADLR,electrical,1.0
ASKR,AIAR,electrical,1.0
ASKR,AIBR,electrical,3.0
ASKR,ASKR,electrical,2.0
ASKR,ALA,electrical,1.0
ASKR,HSNL,electrical,3.0
ASKR,HSNR,electrical,3.0
ASKR,PVQR,electrical,25.0
ASKR,AVHR,electrical,10.0
ASKR,RMGR,electrical,1.0
CEPDL,OLQDL,electrical,2.0
ALA,ASJL,electrical,2.0
ALA,ASKR,electrical,1.0
ALA,HSNL,electrical,1.0
ALA,HSNR,electrical,1.0
ALA,AVER,electrical,3.0
ALA,RID,electrical,4.0
ALA,PVDL,electrical,250.0
ALA,PVDR,electrical,250.0
ALA,CANL,electrical,401.0
ALA,CANR,electrical,401.0
PVQL,ASKL,electrical,8.0
PVQL,ASJL,electrical,1.0
PVQL,PVQR,electrical,46.0
PVQL,ADAL,electrical,4.0
PVQL,AVHR,electrical,3.0
PVQL,PVPL,electrical,8.0
PVQL,PHBL,electrical,3.0
PVQL,DA8,electrical,1.0
PVQL,AVFR,electrical,2.0
PVQL,AVKR,electrical,2.0
HSNL,ASKL,electrical,1.0
HSNL,ASKR,electrical,3.0
HSNL,ALA,electrical,1.0
HSNL,HSNR,electrical,1.0
HSNL,PVPL,electrical,1.0
HSNL,RIFL,electrical,1.0
HSNL,BDUR,electrical,1.0
HSNL,PVNR,electrical,2.0
HSNR,ASKR,electrical,3.0
HSNR,ALA,electrical,1.0
HSNR,HSNL,electrical,1.0
